id;nome;youtube;phone;mail;web;facebook;twitter;descrizione;indirizzo;num_immagini;categoria;googlemap;citta;cap;provincia;servizi;altri_servizi;orari
71;RISTORANTE IL PAGURO;;0362 852566;info@ristorantepaguro.it;www.ristorantepaguro.it;www.facebook.com/Ristorante-Il-Paguro-134554683279894/;;"In una zona comoda da raggiungere dalle principali città di Milano, Como, Lecco, il ristorante Il Paguro si trova adiacente ad un grazioso laghetto circondato dal verde e da un percorso fra le caratteristiche cascine della Brianza. Locale incantevole, molto luminoso e pulito, dai colori moderni con finiture in legno e pietra che regalano all'ambiente un'atmosfera rilassante ed elegante e allo stesso tempo briosa e familiare. Ideale per ogni tipo di occasione: serate a due, con la famiglia, con amici.. 
La disposizione su due sale, La sala lavagna e La sala laghetto, permette anche di rispondere alle esigenze di chi deve organizzare una cerimonia o un banchetto. Molte le proposte di menu per festeggiare ogni vostra ricorrenza quali compleanni, anniversari, cresime, comunioni, battesimi ecc.
Ideale anche per pranzi o cene di lavoro dove le sale eventualmente possono essere riservate per offrirvi riservatezza, eleganza e servizio impeccabile.
";via Tofane, 1;2;ristorante;https://maps.google.com/?daddr=45.708829,9.215375;Giussano;20034;MB;;;"Da martedì a venerdì e domenica:
12.00 - 14.30  /  19.30 - 22.30
Sabato: 19.30 - 22.30
Chiuso il lunedì e il sabato a pranzo
"
72;RISTORANTE LA BERGAMINA;;039 615988;ristorantelabergamina@gmail.com;www.labergamina.it;https://www.facebook.com/pg/Hotel-Ristorante-La-Bergamina-140086719372718/photos/?ref=page_internal;;"Nel contesto di un antico cascinale lombardo troverete cortesia e ospitalità: dalle raffinate proposte gourmet alla miglior interpretazione della cucina italiana. Il Ristorante La Bergamina offre un servizio business lunch con menu fisso studiato quotidianamente insieme allo chef per esaltare le materie prime di stagione e una raffinata cucina gourmet a cena.
";Via Bergamina 64;1;ristorante;https://maps.google.com/?daddr=45.609673,9.329680;Arcore;20862;MB;;;"Tutti i giorni a pranzo e a cena
"
73;RISTORANTE LA PIANA;;0362 909266; info@ristorantelapiana.it;www.ristorantelapiana.it;https://it-it.facebook.com/LaPianaDiFarinaGilberto;;"Inserito in una antica corte lombarda ristrutturata, offre un ambiente intimo e accogliente, di sobria e sicura eleganza: una sala ordinata con cantina a vista, tavoli apparecchiati con cura ed una  piccola terrazza, sotto il portico, molto confortevole e ariosa, ottima per  la stagione estiva.
La cucina,  profondamente legata al suo chef-patron Gilberto Farina ed al territorio di cui esalta le materie prime nel rispetto della stagionalità e della tradizione, unisce elementi tratti dal repertorio classico regionale - in particolare del milanese, della Brianza e del vicino Lago di Como - con sapiente spirito innovativo.
Ottime le recensioni del ristorante su numerose guide gastronomiche.
";Via Zappelli, 15;1;ristorante;https://maps.google.com/?daddr=45.675074,9.240310;Carate Brianza;20841;MB;Accetta Bancomat/Carta di Credito/Ticket,WI-FI;;"Da martedì a sabato:
12.00 - 14.30  /  19:15 - 21:45
Domenica:
12.00 - 14.30
Prenotazione necessaria
"
74;RISTORANTE LA SPRELUNGA;;0362 503150;info@lasprelunga.it;www.lasprelunga.it;;;"Ambiente caldo e raffinato,  cucina tradizionale e creativa a base di pesce.
Photo credits Ristorante La Sprelunga su tripadvisor.it
";via Sprelunga, 55;2;ristorante;https://maps.google.com/?daddr=45.647985,9.127912;Seveso;;MB;;;"Pranzo: dalle 12.30 alle 14.00
Cena: dalle 19.30 alle 22.00
Chiusura settimanale: domenica sera e lunedì
"
75;RISTORANTE LA VIESTANA;;039 835270;andrea@laviestana.it;www.laviestana.it;;;"Presente a Monza dal 1975 per merito di mamma Angela e papà Gino che sono riusciti a portare dalla loro terra d’origine (la Puglia), i piatti più importanti di questa splendida regione.
Il figlio Andrea, praticamente nato tra i fornelli, oggi sta portando avanti  il lavoro dei genitori, continuando la tradizione di famiglia.
Il locale dispone di un’ampia sala ed una saletta più appartata per momenti particolari.
La tradizione prevede antipasti di cozze ripiene, riso con patate, cozze alla barese, alici e spada marinato e la bruschetta alla pugliese e aperitivo sempre offerto a tutti i clienti. Naturalmente non possono mancare le famose orecchiette alle cime di rapa, preparate a mano, secondo l’antica tradizione pugliese, i troccoli con seppie ripiene oppure con vongole e zafferano. Fra i numerosi secondi citiamo gli involtini alla pugliese, le zuppe di pesce, le grigliate miste e gli sfiziosissimi fritti di calamari e gamberi….
Tra i dolci, tutti della casa, ci sono le notissime “cartellate"" i calzoncelli e le mandorle atterrate.
La carta dei vini è assai ricca per qualsiasi abbinamento.
A fine pasto,  l’amaro di Altamura “Padre Peppe""!
";Via Mentana, 22;4;ristorante;https://maps.google.com/?daddr=45.577660,9.278031;Monza;20900;MB;;;"12.00 - 14.00  /  19.15 - 22.00
Chiuso Lunedì e Domenica sera
"
76;RISTORANTE MEDITERRANEO.;;0362 6440300;ristorantemediterraneo@ashotels.it;www.ilristorantemediterraneo.it;https://www.facebook.com/il.mediterraneo;;"Per degustare i piaceri della buona tavola con piatti della cucina mediterranea, internazionale e delle tradizioni locali, suggeriamo il Ristorante Mediterraneo. Nella cornice dell’ AS Hotel Dei Giovi, facilmente raggiungibile dall’uscita 9 della S.S. 35 Milano - Meda, a Cesano Maderno, offre un’atmosfera accogliente ed elegante, perfettamente in linea con la cucina innovativa proposta. Fino a 100 posti in sala per pranzi, colazioni e cene di lavoro, di gala e aziendali; feste private, di laurea, compleanno e cerimonie.  Ampio il parcheggio, a disposizione di tutti gli ospiti. 
";Via A. Manzoni, 99;1;ristorante;https://maps.google.com/?daddr=45.621587,9.163832;Cesano Maderno;20811;MB;Accesso Disabili,Accetta Bancomat/Carta di Credito/Ticket,Aree per Gruppi,Parcheggio,WI-FI;;"da lunedì a domenica
12.30 - 14.30  /  19.30 - 22.30
 
 
"
77;RISTORANTE MEDITERRANEO;;0362 236092; info@mediterraneorist.it;www.mediterraneorist.it;;;"Perfetta sintesi di tradizione e innovazione, il ristorante Mediterraneo è gestito direttamente dai proprietari, e offre ai propri clienti un'ampia scelta di piatti che ripropongono i sapori di antiche ricette della tradizione marinara e di quelle nate dall'estro e dalla fantasia dei nostri cuochi.
";Via Montello, 25;1;ristorante;https://maps.google.com/?daddr=0.000000,0.000000;Seregno;20831;MB;;;
78;RISTORANTE MIRO';;039 2871753 ;info@ristorantemirobrugherio.it;www.ristorantemirobrugherio.it;;;"Ristorante vegetariano e tradizionale pizzeria.
";Via Sant' Antonio, 24;1;ristorante;https://maps.google.com/?daddr=45.553083,9.301204;Brugherio;;MB;;Servizio a domicilio;"Lunedì 
9.00 - 15.00 / 17.00 - 23.00
Martedì: 17.00 - 23.00 
Mercoledì, giovedì, venerdì
9.00 - 15.00 / 17.00 - 24.00
Sabato: 9.00 -23.45
Domenica: 9.00 - 24.00
"
79;RISTORANTE NESIS;;0362 508806;info@ristorantenesis.it;www.ristorantenesis.it;www.facebook.com/RistoranteNesis;;"Il Ristorante Nesis nasce nel 1979, da un'idea dello chef Pietro Milo di portare la sua cucina a base di pesce anche in Brianza. Una cucina che sappia privilegiare i prodotti della pesca, ove gli accostamenti celebrino il piatto ed esaltino la materia prima.
";Via Milano, 68;2;ristorante;https://maps.google.com/?daddr=45.621320,9.150290;Cesano Maderno;20811;MB;;;"dal lunedì a domenica 
12.00 - 14.30  /  19.45 - 22.30
Chiuso il mercoledì
"
80;RISTORANTE P.I.E.R.;;039 6890054; info@ristorantepier.it;www.ristorantepier.it;;;"P.I.E.R. è un acronimo: Pesce Internazionale E Regionale. In inglese PIER vuol dire molo, banchina. PIER è anche il nome dell’ideatore del progetto enogastronomico, Piergiorgio Quarta, che è l'anima del locale, e con la sua passione, stimola i clienti nell’assaggiare sia i piatti esotici, sia quelli della tradizione locale, rivisitati creativamente.
È un ristorante di solo pesce ad Agrate (in provincia di Monza e Brianza) che punta sulla qualità e sulla freschezza delle preparazioni con accostamenti creativi di sapori e presentazioni inusuali.
";via Vismara, 87;1;ristorante;https://maps.google.com/?daddr=45.580824,9.358488;Agrate Brianza;20864;MB;;;"Il locale è aperto a pranzo e a cena dal martedì alla domenica.
Il giorno di chiusura è il lunedi.
"
81;RISTORANTE PERTEGA';;0362 220906;pertega@fastwebnet.it;www.alpertega.it;;;"Il ristorante al Pertegà nasce intorno al 1900 a Seregno.
La gestione di Benito incomincia intorno al 1955 e da allora la tradizione continua senza sosta. La cucina è tipica brianzola: in inverno si può gustare Cassoeula del Pertegà insieme ai bolliti misti e alla mitica ""Punta di Vitello al Forno"". Non mancano: l'osso buco, il brasato, il cotechino con lenticchie, il risotto con ossibuchi.
In estate si possonono gustare arrosti freddi, roastbeef, vitello tonnato, cima ripiena, rotoli di frittata, insalatone con uova e pollo a filetti.
 
Photo credits www.alpertega.it
";via Vignoli, 9;1;ristorante;https://maps.google.com/?daddr=45.652190,9.207530;Seregno;20831;MB;;Asporto con consegna a domicilio;"Da lunedì a domenica:
11.30 - 14.30  /  18.30 - 21.30
Chiuso sabato a pranzo e domenica a cena
"
82;RISTORANTE PIZZERIA "LA CICALA";;039 650360;;www.ristorantelacicala.com;https://www.facebook.com/Ristorante-Pizzeria-La-Cicala-157489334269410/info?tab=page_info;;"La passione per il mare e la vocazione per la buona cucina sono alla base di una storia che comincia nel 1990. Il ristorante si trasforma così in un locale accogliente e caratteristico.
Il pesce migliore e la genuinità dei piatti si gustano ancora oggi grazie ai fratelli Di Bartolomeo che tramandano lo stesso amore per la buona cucina.
Pesce fresco, pasta e pizza fatta esclusivamente con farina biologica nel rispetto della tradizione e ricreati con innovazioni semplici che ne risaltano i sapori.
Dal 2006 il ristorante La Cicala propone un’ottima cucina a base di pesce, grazie alla passione per la tradizione culinaria e la genuinità dei piatti proposta dai fratelli Di Bartolomeo. 
";Via Montegrappa, 13;1;ristorante,pizzerie;https://maps.google.com/?daddr=45.572307,9.351015;Agrate Brianza;;MB;Accesso Disabili,Bar/Lounge,Ristorante;;"12:00 - 14:30  /  18:30 - 23:00
 
"
83;RISTORANTE PIZZERIA ALLE ARCATE;;039 2913452;ristoranteallearcate@gmail.com;https://allearcate.business.site/;https://www.facebook.com/ristoranteallearcate/;;"Il Ristorante Alle Arcate propone una linea gastronomica piuttosto ampia, curata nell’autenticità dei sapori e nella tradizione delle ricette mediterranee.
La cucina è, infatti, quasi esclusivamente campana, con in più una lavorazione accurata del pesce con offerta costante di ottimi piatti di mare e un’attenzione particolare alla pizza, realizzata nel massimo rispetto delle tradizioni campane.
";Via Cortelonga, 1;4;ristorante,pizzerie;https://maps.google.com/?daddr=45.584536,9.272955;Monza;;MB;;;"Lunedì 
12.00 - 18.00
Da martedì a domenica
12.00 - 15.00  /  19.00 - 00.00
 
"
84;RISTORANTE PIZZERIA FARGHIN;;0362 506084;;www.ristorantefarghin.it;;;"La cucina del ristorante Farghin è mediterranea, utilizzia solo materie prime selezionate e di alta qualità e soli prodotti italiani.
Per il pranzo di lavoro oppure in famiglia, per una cena romantica o per vivere una allegra serata in compagnia.
 
Photo credits Farghin Ristorante Pizzeria
";via San Martino, 38;1;ristorante,pizzerie;https://maps.google.com/?daddr=45.642655,9.140616;Seveso;;MB;;Asporto ;"Pranzo
aperto tutti i giorni, tranne il martedì
Cena
aperto dal mercoledì alla domenica compresi
 
"
85;RISTORANTE PIZZERIA GRIGLIERIA KAMMAFA';;039 793429   339 2273654;;;https://www.facebook.com/RistorantePizzeriaKammafa/?ref=page_internal;;"Kammafà è un ristorante di tradizione, dal cuore dell'arte culinaria napoletana. Offre menù completi di pesce, carne, alternative vegetariane e ottime pizze.
 
Photo credits Ristorante Pizzeria Kammafa
";viale Repubblica, 98;2;ristorante,pizzerie;https://maps.google.com/?daddr=45.589819,9.215284;Muggiò;;MB;;;"Tutti i giorni
10.30 - 15.00  /  18.00 - 23.00
"
86;RISTORANTE PIZZERIA GRILL LA PINETA;;029961493;ristorante.pineta@virgilio.it;www.lapinetadilimbiate.it/;www.facebook.com/lapinetadilimbiate?fref=nf;;"Ristorante storico recentemente ristrutturato
 
";Via Monte Sabotino, 28;1;ristorante,pizzerie;https://maps.google.com/?daddr=45.614380,9.123146;Limbiate;20812;MB;Accesso Disabili,Accetta Bancomat/Carta di Credito/Ticket,Animali Ammessi,Aree per Gruppi,Parcheggio;;"martedì - venerdì e domenica:
12.00 - 14.00  /  19.00 - 24.00
sabato: 19.00 - 24.00
"
87;RISTORANTE PIZZERIA IL GABBIANO;;0392 012130;;;www.facebook.com/ristoranteilgabbianosovico/;;"Il ristorante è presente sul territorio dagli anni '50, ma solo dal 1999 il Gabbiano subentra nella conduzione dell'attività, si tratta quindi di un luogo storico per Sovico, che ha mantenuto l'aspetto originale anche se con alcuni lavori di ristrutturazione.
Il locale consiste di due sale ben arredate e luminose, dove ci si trova subito a proprio agio ed un ampia veranda estiva.
Il menù contempla varie possibilità di scelta fra antipasti, primi e secondi di carne e pesce, tra le specialità del ristorante troviamo i piatti unici come il Surf and Turf, la Meneghina, la Texas steak e la Piemontese.
Al Gabbiano, però, si viene anche per la pizza cotta nel forno a legna.
";Viale Monza, 65;3;ristorante,pizzerie;https://maps.google.com/?daddr=45.646341,9.260597;Sovico;20845;MB;;Servizio da asporto;"Tutti i giorni
12.00 - 14.30  /  17.30 - 23.00
Martedì: chiuso
"
88;Ristorante Pizzeria King;;0362 583593;info@hotel-king.it;www.rcollectionhotels.it/hotel-king/ristorante-pizzeria-per-pranzi-di-lavoro-varedo;;;"Situato a Varedo, lungo la strada provinciale SP35 Milano-Como, l'Hotel King si trova a soli 20 minuti di auto dal centro espositivo Rho Fiera e a soli 15 minuti di auto dal circuito automobilistico di Monza. Le 58 camere sono arredate con eleganza e dotate di TV satellitare con canali Sky, minibar e aria condizionata. Presso il ristorante-pizzeria in loco potrete gustare deliziosi piatti della cucina locale e internazionale, serviti in una sala ristorazione raffinata e moderna. Ogni mattina vi attende una ricca colazione a buffet. Provvisto di un parcheggio gratuito, il King Hotel dista in auto circa 20 minuti da Milano e 35 minuti dal Lago di Como.
";Via Varese 5;1;ristorante;https://maps.google.com/?daddr=45.592727,9.174011;VAREDO;20814;MB;Accesso Disabili,Accetta Bancomat/Carta di Credito/Ticket,Animali Ammessi,Aree per Gruppi,Parcheggio,Sala Fumatori,WI-FI;Dehor estivo, delivery e asporto;"Pranzo: 12.00 - 14.00
Cena: 19.00 - 22.00
venerdì e sabato sera dalle 19.30 alle 22.30
domenica chiuso
"
89;RISTORANTE PIZZERIA LA PERGOLA;;039/2300999;info@lapergolamonza.it;http://www.lapergolamonza.it;https://www.facebook.com/lapergolamonza/;;"A pochi passi dalla Villa Reale trovate il Ristorante La Pergola dove cordialità e buona cucina si fondono in un connubio perfetto. Un menù ricco di proposte, una vasta selezione di vini pregiati e un ambiente accogliente vi aspettano per una piacevole serata con gli amici, per un pranzo tra colleghi o per festeggiare una ricorrenza.
Si organizzano su richiesta menu aziendali. Attenti alla qualità e alle esigenze dei clienti, sia che desideriate gustare specialità di pesce di carne o anche una delle numerose pizze.
";Via Ponchielli, 23;2;ristorante,pizzerie;https://maps.google.com/?daddr=45.594851,9.266606;Monza;20900;MB;;"Pagamento con carte di credito, no ticket. 
Servizio d'asporto";"Aperto tutti i giorni
12.00 - 14.30  /  19.15 - 22.45
È gradita la prenotazione
"
90;RISTORANTE PIZZERIA MOSCA;;039 2301753;info@hotelristorantemosca.it;www.hotelmonza.eu;;;"Situato a pochi passi dalla Villa Reale e dal Parco di Monza e annesso all'omonimo Hotel, il ristorante pizzeria è aperto a tutti ed il personale sarà lieto di esaudire ogni vostra esigenza.
";Via Manara, 56;2;ristorante,pizzerie;https://maps.google.com/?daddr=45.589216,9.261326;Monza;20900;MB;;;
91;RISTORANTE PIZZERIA SPORTING BRUGHERIO;;039 2873832;info@ristorantesportingbrugherio.it;www.ristorantesportingbrugherio.it/;;;"Dal 1993 con più di 200 coperti allo Sporting proponiamo sempre ottimi piatti sia di carne sia di pesce in una fantastica location dove potete trovare: piscina, campi da tennis e hotel. 
";Viale Santa Caterina, 35;2;ristorante,pizzerie;https://maps.google.com/?daddr=45.555299,9.304574;Brugherio;20047;MB;;;"Da martedì a domenica
mezzogiorno e sera
"
92;RISTORANTE POLENA;;02 95335236;ristorantepolena@libero.it;www.ristorantepolena.it;https://it-it.facebook.com/RistorantePizzeriaPolena;;"Ristorante tipico brianzolo con pizzeria. Ampio locale climatizzato.
";via Sabin, 2;1;ristorante,pizzerie;https://maps.google.com/?daddr=45.581358,9.402932;Cavenago di Brianza;20873;MB;Accesso Disabili,Accetta Bancomat/Carta di Credito/Ticket,Animali Ammessi,Parcheggio,WI-FI;;"Lunedì:
11.30 - 14.30 / 19.00 - 00.00 (solo pizzeria)
Martedì: 
12.00 - 14.30 / 19.00 - 00.00 (solo pizzeria)
Mercoledì - sabato: 
12.00 - 14.30 / 19.00 - 22.30 (pizzeria fino alle 00.00) 
Domenica: 
12.00 - 14:30 (da ottobre a maggio)
19.00 - 00.00 (solo pizzeria)
 
"
93;RISTORANTE RAGNO D'ORO;;039 6818554;info@ragnodoro.net;www.ragnodoro.info;;;"Il Ragno D’oro è un ristorante di Ronco Briantino che propone il meglio della tradizione culinaria locale con una presentazione degna dei migliori ristoranti. Le tradizioni culinarie della nostra zona trovano la giusta e massima espressione nei piatti elaborati dalla nostra cucina. Le sapienti mani del nostro personale in cucina sono in grado di creare piccole meraviglie, servite sempre con la giusta combinazione di vini e bevande.  Oltre alla bontà delle nostre proposte culinarie, la nostra location mette a tua disposizione un ambiente elegante e curato nei minimi dettagli nel quale potrai trascorrere il tuo tempo al’insegna del gusto e del piacere.
 
Photo credits Ragno d'oro 
";via Eligio Brigatti, 20;1;ristorante,pizzerie;https://maps.google.com/?daddr=45.665863,9.407089;Ronco Briantino;;MB;Accesso Disabili,Animali Ammessi,Area Attrezzata per Bambini,WI-FI;;"Giorni di chiusura
lunedì sera
martedì

Aperto festivi e prefestivi
"
94;RISTORANTE SAN VALENTINO;;039 69961;info@cosmohoteltorri.it;www.cosmohoteltorri.it;;;"Il Ristorante “San Valentino”, all'interno del Cosmo Hotel Torri ma aperto anche alla clientela esterna, offre all’ospite i piaceri della tavola e menu esclusivi a la carte in un ambiente elegante e raffinato. Il ristorante è il luogo ideale per colazioni di lavoro, cene di gala e banchetti. La veranda del ristorante, affacciata direttamente sul giardino ad anfiteatro dell’hotel, sarà la cornice ideale per rendere la vostra cerimonia, battesimo, comunione, cresima o matrimonio, un evento assolutamente indimenticabile. La cucina, ricercata ed innovativa, offre una ricca scelta di piatti nazionali ed internazionali proposti dallo Chef Davide Crippa, con la massima cura e la migliore ricerca di materie prime. Il ristorante propone inoltre una curata selezione di vini italiani. Lo staff del Cosmo Hotel Torri sarà a vostra disposizione per rendere unico il vostro evento con un servizio professionale e personalizzato.
 
 
Credits Cosmo Hotel Torri
";via Torri Bianche, 4;2;ristorante;https://maps.google.com/?daddr=45.601779,9.359777;Vimercate;;MB;Bar/Lounge;;
95;RISTORANTE SES CULONN;;039 470156;sesculonn@live.it;https://www.sesculonn.com/;https://www.facebook.com/Ses-Culonn-Biassono-68078896746/info/?tab=page_info;;"Ristorante moderno avvolto dalla cornice del Parco Valle del Lambro. A pochi minuti dall'Autodromo di Monza.
Piatti della tradizione ma anche rivisitazioni in chiave vegetariana e vegana.
Utilizzo anche di prodotti biologici.
";via A. Pessina, 57;4;ristorante;https://maps.google.com/?daddr=45.638033,9.285247;Biassono;;MB;;;"Da martedì a sabato
12.00 - 14.30  / 19.30 -23.00
Domenica
12.00 - 14.30
Lunedì chiuso
"
96;RISTORANTE TRATTORIA DEL PONTE;;0362 95004;trattoriailponte@libero.it;www.trattoriadelponte.org;www.facebook.com/RISTORANTE-TRATTORIA-DEL-PONTE-228287310562533/;;"Vieni a gustare le specialità della Trattoria del Ponte, cucina della tradizione brianzola con specialità di pesce e piatti di carne, senza dimenticare l'ottimo vino da accompagnare ad ogni pietanza.
";Via Peregallo, 1;2;ristorante;https://maps.google.com/?daddr=45.714590,9.231960;Briosco;20836;MB;;;
97;RISTORANTE TRE RE;;0362 903870 / 0362 805106;info@ristorantetrere.it;www.ristorantetrere.it;https://it-it.facebook.com/ristorantetrere/info/?tab=overview;;"Il ristorante ""Tre Re"" fu edificato nel 1883, al quale, dopo alcuni mesi, gli abitanti del posto attribuirono il nome di ""Osteria dei Tre Re"", perché meta domenicale del dopo messa di tre illustri personaggi appartenenti a nobili famiglie che qui si trovavano per discutere affari e l'andamento delle economie del tempo.
Oggi il ""Tre Re"" offre un ambiente nuovo e suggestivo, mantenendo però la sua tradizione di locale accogliente e senza troppe pretese, dove i clienti possono degustare piatti genuini, brindare con vini gustosi conservati al meglio nella vecchia cantina ed assicurarsi un servizio a gestione familiare che garantisce la presenza al tavolo per gli ospiti e per i loro invitati.
Solo per banchetti e comitive.
";viale Monte Sabotino, 1;2;ristorante;https://maps.google.com/?daddr=45.691131,9.231297;Carate Brianza(Costa Lambro);20841;MB;;;
98;RISTORANTE VILLA NOVECENTO;;039 6064482;info@villa900.it;www.villa900.it;www.facebook.com/RISTORANTE-VILLA-NOVECENTO-Lesmo-308709692541783/;;"Villa Novecento è una elegante villa di inizio '900 finemente ristrutturata e immersa nel verde di un vasto giardino all'italiana, arricchito da una incredibile varietà di piante, cespugli e fiori di rara bellezza che fanno da cornice alla struttura originaria. Una ""Conservatory"" originale inglese completamente immersa nel verde, un padiglione per gli aperitivi, un gazebo e una splendida piscina completamente in marmo, a sfioro con giochi e luci coreografici.
 
Le sale interne possono ospitare fino a 300 persone.
 
 
Photo credits Ristorante Villa Novecento
";piazza Roma, 1;2;ristorante;https://maps.google.com/?daddr=45.647443,9.307808;Lesmo;20855;MB;Parcheggio;;
99;ROLL EAT;;0392285799;info@rolleat.it;www.rolleat.it;https://www.facebook.com/rolleat123;;"Roll Eat nasce dall'idea di coniugare sapori della cucina mediterranea con preparazioni tipiche orientali, proponendo un prodotto innovativo, sano e genuino.
Preparati al momento con prodotti di qualità rigorosamente controllati che riescono a soddisfare i gusti più differenti. Infatti, nei nostri healthy fast food, oltre a preparazioni a base di carne e pesce, proponiamo varianti vegetariane e vegane.
Roll eat vuole alimentare la consapevolezza che mangiare con gusto può conciliarsi con una dieta sana e nutriente.
";Via Vittorio Emanuele II,4;5;ristorante;https://maps.google.com/?daddr=45.584280,9.276130;Monza;20900;MB;;;"Lun: chiuso
Mar - Giov: 11.45 - 16.00 / 18.00 - 21.00
Ven - Dom: 11.45. - 16.00 / 17.00 - 21.00
"
100;SAINT GEORGES PREMIER;;+39 039 320600;info@saintgeorges.it;www.saintgeorges.it;;;"Il ristorante Saint Georges si trova nel Parco di Monza all'interno della Fagianaia Reale, realizzata dall’architetto Tazzini nel 1838, unica struttura che ricorda al visitatore contemporaneo dove venivano allevati i fagiani e dove il Re d'Iitalia si recava per le sue battute di caccia. 
Il ristorante Saint Georges Premierè stato ristrutturato negli anni '60 ma ha mantenuto intatto il suo storico fascino, immerso nel verde, in un contesto splendido; è un ambiente molto raffinato, curato nei minimi dettagli, dotato di ampi locali attrezzati, così come di spazi riservati, un ampio giardino esterno con dehors e gazebi.
La specialità della cucina è senza dubbio il risotto allo champagne, richiesto dai clienti abituali del ristorante, ma vari menu accontentano tutte le richieste.
Liaison perfetta tra passato prestigioso e luogo dove vivere momenti unici, è adatto per ogni tipo di esigenza, tra cui eventi privati e aziendali.
";Viale Vedano, 7;4;ristorante;https://maps.google.com/?daddr=45.609110,9.277700;MONZA;20900;MB;Accetta Bancomat/Carta di Credito/Ticket,Aree per Gruppi,Bar/Lounge,Parcheggio,Parco Giochi Bambini,Sale Riunioni;Location per cerimonie private, eventi aziendali, spettacoli;"Pranzo
da mercoledì a domenica
dalle 12.30 alle 14.00
Cena
da giovedì a sabato 
dalle 19.00
Chiuso lunedì e martedì
 
"
101;SAKURA FUSION EXPERIENCE;;03 6275176;info@sakurameda.it;www.sakurameda.it;;;"Dal 2007 proponiamo cucina fusion e piatti tipici giapponesi, con una particolare attenzione alla creatività del menù e alla qualità delle materie prime.
Potrete gustare tantissime proposte, trascorrendo una piacevole serata in un luogo accogliente e dagli eleganti toni Japan Style. 
 
Photo credits Sakura fusion experience di Meda
";Via Indipendenza, 50;2;ristorante;https://maps.google.com/?daddr=45.660324,9.160549;Meda;;MB;;Take away;"da lunedì a giovedì
12.00 - 14.45  /  19.00 - 23.30
venerdì - sabato e domenica
12.00 - 14.45  /  18.30-23.30
"
102;Samar Ristorante;;0362503015;;;;;;Via Friuli 17;1;ristorante;https://maps.google.com/?daddr=45.616221,9.346962;Cesano Maderno;20188;MB;;;
103;TAVERNA DEI SAPORI;;039 27283300;tavernadeisapori@ashotels.it;www.latavernadeisapori.it;https://www.facebook.com/tavernadeisapori.monza;;"Una ricca proposta di itinerari fra i sapori della gastronomia locale, con piatti tradizionali ed una carta vini estremamente curata. Tutto questo lo troverete alla Taverna dei sapori, il nuovo ristorante all’interno dell’ AS Hotel Monza, facilmente raggiungibile perché posizionato a Monza, sulla S.S. 36 Milano - Lecco. Un’atmosfera davvero accogliente, resa ancor più conviviale dai caldi toni dei mattoni a vista, che ne fanno da suggestiva cornice. Fino a 50 posti in sala per pranzi, colazioni e cene di lavoro; ideale per feste di laurea, compleanno ma anche per una semplice ma speciale serata tra amici.  Ampio il parcheggio, anche al coperto, a disposizione di tutti gli ospiti. 
 
";Via Lombardia, 76/78;2;ristorante;https://maps.google.com/?daddr=45.577695,9.248579;Monza;20900;MB;Accesso Disabili,Accetta Bancomat/Carta di Credito/Ticket,Aree per Gruppi,Parcheggio,WI-FI;;"Lunedì - venerdì:
12.00 - 14.30  /  19.30 - 22.30
Sabato
19.30 - 22.30
Chiuso la domenica
 
"
104;TAVERNA DEI VIANDANTI;;039 6981332 - 334 9834242 ;info@tavernadeiviandanti.it ;www.tavernadeiviandanti.it;www.facebook.com/taverna.deiviandanti?ref=tn_tnmn;;"La struttura della Taverna dei Viandanti è piccola ma estremamente accogliente con un arredamento tipico da ""casa di campagna"", perchè la vita ed i sapori della campagna sono la passione dello chef e proprietario della struttura.
Tanti fiori e tanto verde fanno da contorno allo spazio all'aperto dove è possibile cenare apprezzando il fresco nelle calde serate estive.
";Viale Brianza, 25;2;ristorante;https://maps.google.com/?daddr=45.654305,9.323626;Camparada;20050;MB;Animali Ammessi;;"Da Martedì a Sabato: dalle 20.00 alle 24.00
Domenica: dalle 12.00 alle 15.00 - dalle 20.00 alle 24.00
Chiuso il Lunedì 
"
105;TEMPO DI VINO;;039 6612138;info@tempodivino.it;www.tempodivino.it;www.facebook.com/TEMPO-DI-VINO-wine-house-and-food-752932211399480/;;"È collocato nell’antico borgo medioevale di Oreno, situato accanto al lato posteriore della chiesa che risale ai primi del ’700.
Dalla vecchia latteria che fu dagli anni ’20 agli ’80, il Tempo di Vino è stato trasformato in un moderno salotto dell’800 con mobili di quell’epoca e non solo, illuminato da due enormi candelieri sospesi.
Il locale è strutturato su più livelli e in una delle sale incontriamo il grande camino di epoca settecentesca, che a volte si rende complice della cucina in quanto vengono scottate delle carni eccellenti.
Stupire, emozionare, scoprire sapori nuovi e inaspettati, dando vita ad abbinamenti creativi o rivisitando piatti della tradizione.
";Via Carlo Borromeo, 1;2;ristorante,enoteche;https://maps.google.com/?daddr=45.617286,9.353289;Vimercate (Oreno);20871;MB;;;"Da lunedì a venerdì 
12.00 - 15.00  /  19.00 - 24.00
Sabato: 19.00  -24.00
Domenica chiuso
"
